,generated,actual
2751,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [seller_trade_in] [-3695] [1641] [-5784] [5386] [7363] <eos_ns>
2752,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [seller_trade_in] [-3695] [1641] [-5784] [5386] [7363] <eos_ns>
2753,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [liwc_informal] [-3680] [1619] [-5798] [5396] [7379] <eos_ns>
2754,[politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392] <eos_ns>
2755,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] <eos_ns>
2756,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [seller_trade_in] [-3695] [1641] [-5784] [5386] [7363] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2757,,<sos_ns> [] [] <eos_ns>
2758,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] <eos_ns>
2759,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371] <eos_ns>
2760,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [third_person_plural_seller] [-3671] [1605] [-5797] [5393] [7381] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [assertive_count_seller] [-3678] [1618] [-5768] [5368] [7347] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] [liwc_informal] [-3680] [1619] [-5798] [5396] [7379] <eos_ns>
2761,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [assertive_count_seller] [-3678] [1618] [-5768] [5368] [7347] [who_propose] [-3670] [1605] [-5796] [5389] [7378] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2762,[number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [factive_count_seller] [-3681] [1622] [-5767] [5368] [7346] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392] <eos_ns>
2763,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371] <eos_ns>
2764,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [assertive_count_seller] [-3678] [1618] [-5768] [5368] [7347] <eos_ns>
2765,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [factive_count_seller] [-3681] [1622] [-5767] [5368] [7346] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2766,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [assertive_count_seller] [-3678] [1618] [-5768] [5368] [7347] <eos_ns>
2767,,<sos_ns> [] [] <eos_ns>
2768,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2769,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2770,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2771,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2772,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [] <eos_ns>
2773,[number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371] <eos_ns>
2774,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [liwc_informal] [-3680] [1619] [-5798] [5396] [7379] <eos_ns>
2775,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2776,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371] [politeness_seller_please_s] [-3665] [1598] [-5773] [5374] [7354] <eos_ns>
2777,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
2778,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2779,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] <eos_ns>
2780,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [third_person_plural_seller] [-3671] [1605] [-5797] [5393] [7381] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371] <eos_ns>
2781,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [assertive_count_seller] [-3678] [1618] [-5768] [5368] [7347] <eos_ns>
2782,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2783,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] <eos_ns>
2784,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] <eos_ns>
2785,,<sos_ns> [] [] <eos_ns>
2786,[number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392] <eos_ns>
2787,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [assertive_count_seller] [-3678] [1618] [-5768] [5368] [7347] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2788,[seller_neg_sentiment] [-3674] [1610] [-5794] [5390] [7376] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [seller_propose] [-3680] [1617] [-5799] [5395] [7382] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2789,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [third_person_singular_seller] [-3673] [1610] [-5781] [5380] [7361] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] [liwc_certainty] [-3677] [1616] [-5790] [5387] [7371] <eos_ns>
2790,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_plural_count_seller] [-3675] [1609] [-5803] [5398] [7388] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [liwc_informal] [-3680] [1619] [-5798] [5396] [7379] <eos_ns>
2791,[seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [first_person_singular_count_seller] [-3672] [1607] [-5802] [5395] [7385] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [number_of_diff_dic_neg] [-3688] [1633] [-5776] [5376] [7355] [hedge_count_seller] [-3685] [1624] [-5776] [5377] [7357] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377],<sos_ns> [seller_pos_sentiment] [-3671] [1608] [-5793] [5387] [7374] [number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [personal_concern_seller] [-3668] [1606] [-5797] [5388] [7377] <eos_ns>
2792,[number_of_diff_dic_pos] [-3666] [1604] [-5774] [5370] [7353] [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392],<sos_ns> [politeness_seller_greet] [-3676] [1611] [-5808] [5402] [7392] <eos_ns>
