,generated,actual
3042,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3043,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3044,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
3045,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
3046,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 69, 5275, 62, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3047,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
3048,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
3049,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3050,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3051,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 17989, 60, 1279, 68, 418, 62, 5907, 29]"
3052,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 30493, 425, 62, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 32932, 62, 1676, 3455, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 32932, 62, 25351, 62, 259, 60, 1279, 68, 418, 62, 5907, 29]"
3053,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
3054,"[27, 82, 418, 62, 5907, 29, 220, 17635, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
3055,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 8727, 62, 1676, 3455, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3056,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
3057,"[27, 82, 418, 62, 5907, 29, 220, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
3058,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3059,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3060,"[27, 82, 418, 62, 5907, 29, 220, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3061,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3062,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 489, 1523, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3063,"[27, 82, 418, 62, 5907, 29, 220, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 30493, 425, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3064,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 32932, 62, 25351, 62, 259, 60, 1279, 68, 418, 62, 5907, 29]"
3065,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17089, 62, 6259, 62, 489, 1523, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 1279, 68, 418, 62, 5907, 29]"
3066,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 1279, 68, 418, 62, 5907, 29]"
3067,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 17635, 1279, 68, 418, 62, 5907, 29]"
3068,"[27, 82, 418, 62, 5907, 29, 220, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
3069,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
3070,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
3071,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 1279, 68, 418, 62, 5907, 29]"
3072,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 32932, 62, 1676, 3455, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
3073,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 4528, 86, 66, 62, 259, 687, 282, 60, 685, 32932, 62, 12480, 62, 34086, 3681, 60, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 69, 5275, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 4528, 86, 66, 62, 39239, 774, 60, 1279, 68, 418, 62, 5907, 29]"
3074,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 11085, 62, 6259, 62, 12215, 934, 62, 9127, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 704, 469, 62, 9127, 62, 32932, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 685, 34470, 9449, 62, 32932, 62, 70, 2871, 60, 1279, 68, 418, 62, 5907, 29]"
3075,"[27, 82, 418, 62, 5907, 29, 220, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 220, 1279, 68, 418, 62, 5907, 29]","[27, 82, 418, 62, 5907, 29, 685, 32932, 62, 1930, 62, 34086, 3681, 60, 685, 17089, 62, 6259, 62, 12215, 934, 62, 32932, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 1930, 60, 685, 17618, 62, 1659, 62, 26069, 62, 67, 291, 62, 12480, 60, 685, 22682, 62, 1102, 30903, 62, 32932, 60, 1279, 68, 418, 62, 5907, 29]"
